区域名称,阵风（级）,能见度（公里）,最大湿度（百分比）,风向,紫外线（指数）,最低能见度（公里）,浪高(米),降雨量（毫米）,阵风风向,湿度（百分比）,最低温度（摄氏度）,风力（级）,最高温度（摄氏度）
4,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,26
4,6,12,85,1,4,8.0,1.5,2.0,1,60,21,5,26
4,6,12,90,1,4,8.0,1.5,8.0,1,65,20,5,25
5,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
5,4,12,85,1,4,8.0,0.0,0.0,1,60,23,3,27
5,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,26
5,5,12,85,1,4,8.0,1.25,2.0,1,60,21,4,26
5,5,12,90,1,4,8.0,1.25,8.0,1,65,20,4,25
6,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
6,4,12,85,1,4,8.0,0.0,0.0,1,60,23,3,27
6,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,26
6,5,12,85,1,4,8.0,1.25,2.0,1,60,21,4,26
6,5,12,90,1,4,8.0,1.25,8.0,1,65,20,4,25
7,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
7,4,12,85,1,4,8.0,0.0,0.0,1,60,23,3,27
7,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,26
7,5,12,85,1,4,8.0,1.25,2.0,1,60,21,4,26
7,5,12,90,1,4,8.0,1.25,8.0,1,65,20,4,25
2,4,15,90,7,7,8.0,0.0,2.0,7,65,25,3,30
2,4,15,85,3,7,8.0,0.0,0.2,3,60,26,3,32
2,4,15,80,6,8,8.0,0.0,0.0,6,55,26,3,32
2,4,15,90,6,8,8.0,0.0,0.0,6,55,26,3,31
2,4,15,90,2,8,8.0,0.0,0.0,2,60,26,3,31
3,4,15,90,7,7,8.0,0.0,2.0,7,65,25,3,30
3,4,15,85,3,7,8.0,0.0,0.2,3,60,26,3,32
3,4,15,80,6,8,8.0,0.0,0.0,6,55,26,3,31
3,4,15,90,6,9,8.0,0.0,0.0,6,55,26,3,31
3,4,15,90,2,8,8.0,0.0,0.0,2,60,26,3,31
4,4,15,90,7,7,8.0,0.0,2.0,7,65,25,3,30
4,4,15,85,3,7,8.0,0.0,0.2,3,60,26,3,32
4,4,15,80,6,8,8.0,0.0,0.0,6,55,26,3,32
4,4,15,90,6,8,8.0,0.0,0.0,6,55,26,3,32
4,4,15,90,2,8,8.0,0.0,0.0,2,60,26,3,32
5,4,15,90,7,7,8.0,0.0,2.0,7,65,25,3,30
5,4,15,85,3,7,8.0,0.0,0.2,3,60,26,3,32
5,4,15,80,6,8,8.0,0.0,0.0,6,55,26,3,32
5,4,15,80,2,8,8.0,0.0,0.0,2,55,26,3,32
5,4,15,85,5,8,8.0,0.0,0.0,5,60,26,3,32
6,4,15,90,7,7,8.0,0.0,2.0,7,65,25,3,30
6,4,15,85,3,7,8.0,0.0,0.2,3,60,26,3,32
6,4,15,80,6,8,8.0,0.0,0.0,6,55,26,3,32
6,4,15,80,2,8,8.0,0.0,0.0,2,55,26,3,32
6,4,15,90,5,8,8.0,0.0,0.0,5,60,26,3,31
7,4,15,90,7,7,8.0,0.0,2.0,7,65,25,3,30
7,4,15,85,3,7,8.0,0.0,0.2,3,60,26,3,32
7,4,15,80,6,8,8.0,0.0,0.0,6,55,26,3,32
7,4,15,80,2,8,8.0,0.0,0.0,2,55,26,3,32
7,4,15,85,5,8,8.0,0.0,0.0,5,60,26,3,31
4,4,10,80,7,7,5.0,0.0,0.0,7,50,25,3,32
4,4,10,90,7,6,5.0,0.0,0.5,7,65,25,3,31
5,4,20,90,7,6,10.0,0.0,2.0,7,60,25,3,30
5,4,15,90,7,7,8.0,0.0,3.0,7,60,26,3,31
5,4,15,80,7,8,5.0,0.0,0.0,7,50,26,3,32
5,4,10,80,7,7,4.0,0.0,0.0,7,50,25,3,32
5,4,10,85,7,6,3.0,0.0,0.5,7,65,25,3,30
6,4,20,90,7,6,10.0,0.0,2.0,7,60,25,3,30
6,4,15,90,7,7,8.0,0.0,3.0,7,60,26,3,31
6,4,15,80,7,8,5.0,0.0,0.0,7,50,26,3,32
6,4,10,80,7,7,3.0,0.0,0.0,7,50,25,3,32
6,4,10,85,7,6,3.0,0.0,0.5,7,65,25,3,30
7,4,20,90,7,6,10.0,0.0,2.0,7,60,25,3,30
7,4,15,90,7,7,8.0,0.0,3.0,7,60,26,3,31
7,4,15,80,7,8,5.0,0.0,0.0,7,50,26,3,32
7,4,10,80,7,7,3.0,0.0,0.0,7,50,25,3,32
7,4,10,85,7,6,3.0,0.0,0.5,7,65,25,3,30
2,4,20,85,1,9,12.0,0.0,1.0,1,60,25,3,31
2,5,20,85,2,10,15.0,0.0,0.0,2,55,27,3,33
2,4,20,85,2,9,15.0,0.0,0.0,2,55,26,3,32
3,4,20,85,1,9,12.0,0.0,1.0,1,60,25,3,31
3,4,20,90,2,9,12.0,0.0,5.0,2,60,26,3,31
3,5,20,85,2,10,15.0,0.0,0.0,2,55,27,3,33
3,4,20,85,2,9,15.0,0.0,0.0,2,55,26,3,32
4,4,20,85,1,9,12.0,0.0,1.0,1,60,25,3,31
4,4,20,90,2,9,12.0,0.0,5.0,2,60,26,3,31
4,5,20,85,2,10,15.0,0.0,0.0,2,55,27,3,33
4,4,20,85,2,9,15.0,0.0,0.0,2,55,26,3,32
5,4,20,85,1,9,12.0,0.0,1.0,1,60,25,3,31
5,4,20,90,2,9,12.0,0.0,5.0,2,60,26,3,31
5,5,20,85,2,10,15.0,0.0,0.0,2,55,27,3,33
5,4,20,85,2,9,15.0,0.0,0.0,2,55,26,3,32
6,4,20,85,1,9,12.0,0.0,1.0,1,60,25,3,31
6,4,20,90,2,9,12.0,0.0,5.0,2,60,26,3,31
6,5,20,85,2,10,15.0,0.0,0.0,2,55,27,3,33
6,4,20,85,2,9,15.0,0.0,0.0,2,55,26,3,32
7,4,20,85,1,9,12.0,0.0,1.0,1,60,25,3,31
7,4,20,90,2,9,12.0,0.0,5.0,2,60,26,3,31
7,5,20,85,2,10,15.0,0.0,0.0,2,55,27,3,33
7,4,20,85,2,9,15.0,0.0,0.0,2,55,26,3,32
4,7,18,77,7,6,8.0,1.25,0.0,7,59,11,4,15
5,5,15,85,1,5,8.0,0.0,0.1,1,60,14,3,19
5,5,15,85,1,5,8.0,0.0,0.1,1,60,14,3,19
5,5,15,80,1,6,8.0,0.0,0.0,1,55,12,3,18
5,6,18,80,7,6,8.0,1.25,0.0,7,55,11,4,17
6,5,15,85,1,5,8.0,0.0,0.1,1,60,14,3,19
6,5,15,85,1,5,8.0,0.0,0.1,1,60,14,3,19
6,5,15,80,1,6,8.0,0.0,0.0,1,55,12,3,18
6,6,18,80,7,6,8.0,1.25,0.0,7,55,11,4,17
7,5,15,85,1,5,8.0,0.0,0.1,1,60,14,3,19
7,5,15,85,1,5,8.0,0.0,0.1,1,60,14,3,19
7,5,15,80,1,6,8.0,0.0,0.0,1,55,12,3,18
7,6,18,80,7,6,8.0,1.25,0.0,7,55,11,4,17
2,5,15,80,3,7,8.0,0.0,2.0,3,50,26,3,32
2,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,32
2,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
2,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
2,5,15,85,1,7,8.0,0.0,0.1,1,60,24,3,30
3,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,32
3,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
3,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
3,5,15,85,1,7,8.0,0.0,0.1,1,60,24,3,30
4,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,32
4,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
4,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
5,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,32
5,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
5,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
6,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,32
6,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
6,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
7,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,32
7,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
7,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
4,4,15,85,1,0,7.0,0.0,0.0,1,55,18,3,25
4,4,15,80,7,0,7.0,0.0,0.0,7,50,17,3,24
4,4,15,75,1,0,9.0,0.0,0.0,1,45,16,3,24
5,4,15,85,7,0,7.0,0.0,0.0,7,55,16,3,21
5,4,15,85,1,0,7.0,0.0,0.0,1,60,17,3,23
7,4,15,85,1,4,6.0,0.0,0.0,1,55,13,3,19
7,4,15,85,7,3,6.0,0.0,0.0,7,55,14,3,18
4,9,15,80,4,1,8.0,0.0,0.0,4,55,5,6,8
5,6,15,95,7,1,8.0,0.0,15.0,7,75,10,3,15
5,7,15,85,7,1,8.0,0.0,1.0,7,50,6,3,13
5,8,15,60,7,1,8.0,0.0,0.0,7,40,3,5,11
5,9,15,80,4,1,8.0,0.0,0.0,4,55,5,6,8
6,5,15,95,7,1,8.0,0.0,15.0,7,75,10,3,15
6,6,15,85,7,1,8.0,0.0,1.0,7,50,6,3,13
6,8,15,60,7,1,8.0,0.0,0.0,7,40,3,5,11
6,9,15,80,4,1,8.0,0.0,0.0,4,55,5,6,8
6,9,15,95,7,1,6.0,0.0,10.0,7,80,7,6,11
7,5,15,95,7,1,8.0,0.0,15.0,7,75,10,3,15
7,6,15,85,7,1,8.0,0.0,1.0,7,50,6,3,13
7,7,15,60,7,1,8.0,0.0,0.0,7,40,3,5,11
2,5,15,85,1,1,6.0,1.25,0.0,1,60,16,4,20
2,5,15,95,1,1,6.0,1.25,10.0,1,65,15,4,18
2,4,15,90,1,1,6.0,0.0,0.0,1,60,14,3,21
2,4,15,85,1,4,6.0,0.0,0.0,1,60,14,3,20
2,5,15,90,7,3,7.0,0.0,0.0,7,65,14,3,19
3,5,15,85,1,1,6.0,1.25,0.0,1,60,16,4,20
3,5,15,95,1,1,6.0,1.25,10.0,1,65,15,4,18
3,4,15,90,1,1,6.0,0.0,0.0,1,60,14,3,21
3,4,15,85,1,4,6.0,0.0,0.0,1,60,14,3,20
3,4,15,85,7,3,6.0,0.0,0.0,7,55,14,3,18
4,4,15,85,1,4,6.0,0.0,0.0,1,55,13,3,19
4,4,15,85,7,3,6.0,0.0,0.0,7,55,14,3,18
5,4,15,85,1,4,6.0,0.0,0.0,1,55,13,3,19
5,4,15,85,7,3,6.0,0.0,0.0,7,55,14,3,18
2,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
2,4,15,80,2,7,8.0,0.0,0.0,2,60,26,3,31
2,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
2,4,15,85,1,7,8.0,0.0,0.1,1,60,24,3,30
3,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
3,4,15,80,2,7,8.0,0.0,0.0,2,60,26,3,31
3,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
4,5,15,95,1,1,6.0,1.25,10.0,1,65,15,4,18
4,4,15,90,1,1,6.0,0.0,0.0,1,60,14,3,21
4,4,15,85,1,4,6.0,0.0,0.0,1,60,14,3,20
4,5,15,90,7,3,7.0,0.0,0.0,7,65,14,3,19
5,4,15,85,1,1,6.0,0.0,0.0,1,60,16,3,20
5,4,15,95,1,1,5.0,0.0,10.0,1,65,15,3,18
5,4,15,90,1,1,6.0,0.0,0.0,1,60,14,3,21
5,4,15,85,1,4,6.0,0.0,0.0,1,60,14,3,20
5,4,15,90,7,3,7.0,0.0,0.0,7,65,14,3,19
6,4,15,85,1,1,6.0,0.0,0.0,1,60,16,3,20
6,4,15,95,1,1,6.0,0.0,10.0,1,65,15,3,18
6,4,15,90,1,1,6.0,0.0,0.0,1,60,14,3,21
6,4,15,85,1,4,6.0,0.0,0.0,1,60,14,3,20
6,4,15,90,7,3,6.0,0.0,0.0,7,65,14,3,19
7,4,15,85,1,1,6.0,0.0,0.0,1,60,16,3,20
6,4,15,80,7,0,7.0,0.0,0.0,7,50,17,3,24
6,4,15,75,1,0,7.0,0.0,0.0,1,45,17,3,23
7,4,15,85,7,0,7.0,0.0,0.0,7,55,16,3,21
7,4,15,85,1,0,7.0,0.0,0.0,1,60,17,3,23
7,4,15,85,1,0,8.0,0.0,0.0,1,55,18,3,25
7,4,15,80,7,0,8.0,0.0,0.0,7,50,17,3,24
7,4,15,75,1,0,10.0,0.0,0.0,1,45,17,3,24
2,4,12,85,1,6,8.0,0.0,0.1,1,60,23,3,25
2,4,12,85,5,6,8.0,0.0,2.0,5,60,23,3,26
2,4,12,85,5,6,8.0,0.0,0.1,5,55,22,3,26
2,6,12,85,1,6,8.0,0.0,0.1,1,55,20,3,25
2,6,12,80,1,6,8.0,0.0,0.0,1,50,18,3,24
3,4,12,85,1,6,8.0,0.0,0.1,1,60,23,3,25
3,5,15,90,7,3,7.0,0.5,0.0,7,65,14,3,19
4,5,15,85,1,1,6.0,1.25,0.0,1,60,16,4,20
7,4,15,95,1,1,6.0,0.0,10.0,1,65,15,3,18
7,4,15,90,1,1,6.0,0.0,0.0,1,60,14,3,21
7,4,15,85,1,4,6.0,0.0,0.0,1,60,14,3,20
7,4,15,90,7,3,7.0,0.0,0.0,7,65,14,3,19
7,4,15,95,2,3,8.0,0.0,4.0,2,75,17,3,22
7,4,15,90,5,3,8.0,0.0,2.0,5,70,16,3,23
7,4,15,85,1,3,8.0,0.0,0.0,1,65,14,3,22
7,4,15,65,1,5,8.0,0.0,0.0,1,30,12,3,21
2,6,15,85,7,1,8.0,1.25,0.0,7,60,8,4,15
2,7,15,90,7,1,8.0,1.5,1.0,7,70,14,5,17
2,4,15,85,7,1,8.0,0.0,0.0,7,60,13,3,19
3,6,15,85,7,1,8.0,1.25,0.0,7,60,8,4,15
3,7,15,90,7,1,8.0,1.5,1.0,7,70,14,5,17
3,4,15,85,7,1,8.0,0.0,0.0,7,60,13,3,19
4,6,15,85,7,1,8.0,1.25,0.0,7,60,8,4,15
2,5,15,95,1,1,6.0,0.0,10.0,1,65,14,3,17
2,5,15,90,1,1,6.0,0.0,2.0,1,60,14,3,19
2,4,15,85,1,4,6.0,0.0,0.0,1,55,13,3,19
2,4,15,85,7,3,6.0,0.0,0.0,7,55,14,3,18
2,5,15,95,1,1,8.0,0.0,6.0,1,70,15,3,18
3,4,15,85,1,4,6.0,0.0,0.0,1,55,13,3,19
3,4,12,85,5,6,8.0,0.0,2.0,5,60,23,3,26
3,4,12,85,5,6,8.0,0.0,0.1,5,55,22,3,26
3,6,12,85,1,6,8.0,0.0,0.1,1,55,20,3,25
3,6,12,80,1,6,8.0,0.0,0.0,1,50,18,3,24
4,4,12,85,1,6,8.0,0.0,0.1,1,60,23,3,25
4,4,12,85,5,6,8.0,0.0,2.0,5,60,23,3,26
4,4,12,85,5,6,8.0,0.0,0.1,5,55,22,3,26
4,6,12,85,1,6,8.0,0.0,0.1,1,55,20,3,25
4,6,12,80,1,6,8.0,0.0,0.0,1,50,18,3,24
5,4,12,85,1,6,8.0,0.0,0.1,1,60,23,3,25
5,4,12,85,5,6,8.0,0.0,2.0,5,60,23,3,26
5,4,12,85,5,6,8.0,0.0,0.1,5,55,22,3,26
5,5,12,85,1,6,8.0,0.0,0.1,1,55,20,3,25
5,5,12,80,1,6,8.0,0.0,0.0,1,50,19,3,24
6,4,12,85,1,6,8.0,0.0,0.1,1,60,23,3,25
6,4,12,85,5,6,8.0,0.0,2.0,5,60,23,3,26
6,4,12,85,5,6,8.0,0.0,0.1,5,55,22,3,26
6,5,12,85,1,6,8.0,0.0,0.1,1,55,20,3,25
6,5,12,80,1,6,8.0,0.0,0.0,1,50,19,3,24
7,4,12,85,1,6,8.0,0.0,0.1,1,60,23,3,25
7,4,12,85,5,6,8.0,0.0,2.0,5,60,23,3,26
7,4,12,85,5,6,8.0,0.0,0.1,5,55,22,3,26
7,5,12,85,1,6,8.0,0.0,0.1,1,55,20,3,25
7,5,12,80,1,6,8.0,0.0,0.0,1,50,19,3,24
6,4,15,85,1,4,6.0,0.0,0.0,1,55,13,3,19
6,4,15,85,7,3,6.0,0.0,0.0,7,55,14,3,18
5,4,15,85,1,0,7.0,0.0,0.0,1,55,18,3,25
5,4,15,80,7,0,7.0,0.0,0.0,7,50,17,3,24
5,5,15,75,1,0,8.0,0.0,0.0,1,45,17,3,24
6,4,15,85,7,0,7.0,0.0,0.0,7,55,16,3,21
6,4,15,85,1,0,7.0,0.0,0.0,1,60,17,3,23
6,4,15,85,1,0,7.0,0.0,0.0,1,55,18,3,25
6,4,12,80,1,7,8.0,0.0,0.0,1,50,26,3,32
7,4,15,80,5,7,8.0,0.0,0.0,5,55,26,3,31
7,4,15,85,1,7,8.0,0.0,0.1,1,55,25,3,30
7,4,15,90,1,7,8.0,0.0,5.0,1,60,24,3,29
7,4,15,85,1,7,8.0,0.0,0.0,1,55,26,3,31
7,4,12,80,1,7,8.0,0.0,0.0,1,50,26,3,32
4,4,15,85,7,1,8.0,0.0,0.0,7,60,13,3,19
5,6,15,85,7,1,8.0,1.25,0.0,7,60,8,4,15
5,4,15,85,7,1,8.0,0.0,0.0,7,60,13,3,19
6,6,15,85,7,1,8.0,1.25,0.0,7,60,8,4,15
6,4,15,85,7,1,8.0,0.0,0.0,7,60,13,3,19
7,6,15,85,7,1,8.0,1.25,0.0,7,60,8,4,15
7,4,15,85,7,1,8.0,0.0,0.0,7,60,13,3,19
2,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
2,5,12,85,1,4,8.0,1.25,0.0,1,60,22,4,26
2,5,12,85,7,4,8.0,1.25,0.0,7,60,22,4,26
2,6,12,90,7,4,8.0,1.5,3.0,7,65,21,5,25
2,7,15,85,1,5,8.0,2.5,0.0,1,60,23,6,26
3,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
3,5,12,85,1,4,8.0,1.25,0.0,1,60,22,4,26
3,5,12,85,7,4,8.0,1.25,0.0,7,60,22,4,26
3,6,12,90,7,4,8.0,1.5,3.0,7,65,21,5,25
3,7,15,85,1,5,8.0,2.5,0.0,1,60,23,6,26
4,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
4,5,12,85,1,4,8.0,1.25,0.0,1,60,22,4,26
4,5,12,85,7,4,8.0,1.25,0.0,7,60,22,4,26
4,6,12,90,7,4,8.0,1.5,3.0,7,65,21,5,25
4,7,15,85,1,5,8.0,2.5,0.0,1,60,23,6,26
5,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
5,5,12,85,1,4,8.0,1.25,0.0,1,60,22,4,26
5,5,12,85,7,4,8.0,1.25,0.0,7,60,22,4,26
5,5,12,90,7,4,8.0,1.25,3.0,7,65,21,4,25
5,6,15,85,1,5,8.0,1.5,0.0,1,60,23,5,26
6,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
6,5,12,85,1,4,8.0,1.25,0.0,1,60,22,4,26
6,5,12,85,7,4,8.0,1.25,0.0,7,60,22,4,26
6,5,12,90,7,4,8.0,1.25,3.0,7,65,21,4,25
6,6,15,85,1,5,8.0,1.5,0.0,1,60,23,5,26
7,4,12,85,1,4,8.0,0.0,0.0,1,60,22,3,27
7,5,12,85,1,4,8.0,1.25,0.0,1,60,22,4,26
7,5,12,85,7,4,8.0,1.25,0.0,7,60,22,4,26
7,5,12,90,7,4,8.0,1.25,3.0,7,65,21,4,25
7,6,15,85,1,5,8.0,1.5,0.0,1,60,23,5,26
2,4,15,85,7,1,5.0,0.0,0.2,7,65,11,3,15
2,5,15,90,7,1,5.0,0.0,1.0,7,70,13,4,17
2,4,15,95,1,1,5.0,0.0,2.0,1,75,14,3,19
2,4,15,95,1,1,5.0,0.0,5.0,1,75,11,3,16
2,6,15,95,7,1,5.0,0.0,0.5,7,70,11,3,17
3,4,15,85,7,1,5.0,0.0,0.2,7,65,11,3,15
4,5,15,95,7,1,8.0,1.25,15.0,7,75,8,4,15
4,5,15,85,7,1,8.0,1.25,1.0,7,50,4,4,11
2,6,18,95,5,6,10.0,0.0,10.0,5,70,25,4,28
2,7,18,95,1,6,8.0,1.5,10.0,1,70,25,5,29
2,6,15,95,1,6,10.0,1.25,5.0,1,60,25,4,29
2,5,15,85,7,7,10.0,1.25,0.0,7,55,25,4,31
2,4,15,85,7,6,8.0,0.0,2.0,7,60,26,3,31
3,6,20,95,5,6,10.0,0.0,10.0,5,70,25,4,28
3,7,18,95,1,6,8.0,1.5,10.0,1,70,25,5,29
3,6,15,95,1,6,10.0,1.25,5.0,1,60,25,4,29
3,5,15,85,7,7,10.0,1.25,0.0,7,55,25,4,31
3,4,15,85,7,6,8.0,0.0,2.0,7,60,26,3,31
4,6,20,95,5,6,10.0,0.0,10.0,5,70,25,4,28
4,7,20,95,1,6,10.0,1.5,10.0,1,70,25,5,29
4,6,15,95,1,6,10.0,1.25,5.0,1,60,25,4,29
4,5,15,85,7,7,10.0,1.25,0.0,7,55,25,4,31
4,4,15,85,7,6,8.0,0.0,2.0,7,60,26,3,31
5,6,20,95,5,6,10.0,0.0,10.0,5,70,25,4,28
5,7,20,95,1,6,10.0,1.5,10.0,1,70,25,5,29
5,6,20,95,1,6,10.0,1.25,5.0,1,60,25,4,29
3,4,15,85,1,7,8.0,0.0,0.1,1,60,24,3,30
4,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
4,4,15,80,2,7,8.0,0.0,0.0,2,60,26,3,31
4,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
5,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
5,4,15,80,2,7,8.0,0.0,0.0,2,60,26,3,31
5,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
6,4,15,80,6,7,8.0,0.0,0.0,6,60,26,3,31
6,4,15,80,2,7,8.0,0.0,0.0,2,60,26,3,31
6,4,15,85,2,7,8.0,0.0,0.0,2,60,25,3,31
7,4,15,80,6,7,8.0,0.1,0.0,6,60,26,2,31
7,4,15,80,2,7,8.0,0.1,0.0,2,60,26,2,31
7,4,15,85,2,7,8.0,0.1,0.0,2,60,25,2,31
5,5,15,85,7,7,10.0,1.25,0.0,7,55,25,4,31
5,4,15,85,7,6,8.0,0.0,2.0,7,60,26,3,31
6,6,20,95,5,6,10.0,0.0,10.0,5,70,25,4,28
6,7,20,95,1,6,10.0,1.5,10.0,1,70,25,5,29
6,6,20,95,1,6,10.0,1.25,5.0,1,60,25,4,29
6,5,20,85,7,7,10.0,1.25,0.0,7,55,25,4,31
6,4,15,85,7,6,8.0,0.0,2.0,7,60,26,3,31
7,6,20,95,5,6,10.0,0.0,10.0,5,70,25,4,28
7,7,20,95,1,6,10.0,1.5,10.0,1,70,25,5,29
7,6,20,95,1,6,10.0,1.25,5.0,1,60,25,4,29
7,5,20,85,7,7,10.0,1.25,0.0,7,55,25,4,31
7,4,20,85,7,6,10.0,0.0,2.0,7,60,26,3,31
4,4,15,95,2,3,8.0,0.0,2.0,2,75,17,3,22
4,5,15,90,1,3,8.0,1.25,2.0,1,65,16,4,22
4,6,15,75,1,3,8.0,1.5,0.0,1,50,14,5,21
5,4,15,90,7,3,8.0,0.0,8.0,7,70,14,3,18
5,4,15,95,2,3,8.0,0.0,2.0,2,75,18,3,23
2,5,15,85,1,1,5.0,0.0,0.0,1,65,12,3,17
2,5,15,85,7,1,5.0,0.0,0.1,7,65,11,3,15
2,7,12,90,1,1,5.0,0.0,1.0,1,70,13,4,17
3,5,15,85,1,1,5.0,0.0,0.0,1,65,12,3,17
3,5,15,85,7,1,5.0,0.0,0.1,7,65,11,3,15
5,4,15,95,2,3,8.0,0.0,2.0,2,75,17,3,22
5,5,15,90,1,3,8.0,0.0,2.0,1,65,16,3,22
5,5,15,75,1,3,8.0,1.25,0.0,1,50,14,4,21
6,4,15,90,7,3,8.0,0.0,8.0,7,70,14,3,18
6,4,15,95,2,3,8.0,0.0,2.0,2,75,18,3,23
6,4,15,95,2,3,8.0,0.0,2.0,2,75,17,3,22
6,4,15,90,1,3,8.0,0.0,2.0,1,65,16,3,22
6,5,15,75,1,3,8.0,1.25,0.0,1,50,14,4,21
7,4,15,90,7,3,8.0,0.0,8.0,7,70,14,3,18
7,4,15,95,2,3,8.0,0.0,2.0,2,75,18,3,23
7,4,15,95,2,3,8.0,0.0,2.0,2,75,17,3,22
7,4,15,90,1,3,8.0,0.0,2.0,1,65,16,3,22
7,5,15,75,1,3,8.0,1.25,0.0,1,50,14,4,21
2,4,15,80,5,7,8.0,0.0,0.0,5,55,26,3,31
2,4,15,85,1,7,8.0,0.0,0.1,1,55,25,3,30
2,4,15,90,1,7,10.0,0.0,5.0,1,60,24,3,29
2,4,15,85,1,7,10.0,0.0,0.0,1,55,26,3,31
2,4,15,80,1,7,10.0,0.0,0.0,1,50,26,3,32
3,4,15,80,5,7,8.0,0.0,0.0,5,55,26,3,31
3,4,15,85,1,7,8.0,0.0,0.1,1,55,25,3,30
3,4,15,90,1,7,8.0,0.0,5.0,1,60,24,3,29
3,4,15,85,1,7,8.0,0.0,0.0,1,55,26,3,31
3,4,15,80,1,7,5.0,0.0,0.0,1,50,26,3,32
4,4,15,80,5,7,8.0,0.0,0.0,5,55,26,3,30
4,4,12,85,1,7,8.0,0.0,0.1,1,55,25,3,30
4,4,15,90,1,7,8.0,0.0,5.0,1,60,24,3,29
4,4,12,85,1,7,8.0,0.0,0.0,1,55,26,3,31
4,4,12,80,1,7,8.0,0.0,0.0,1,50,26,3,32
5,4,15,80,5,7,8.0,0.0,0.0,5,55,26,3,30
5,4,12,85,1,7,8.0,0.0,0.1,1,55,25,3,30
5,4,15,90,1,7,8.0,0.0,5.0,1,60,24,3,29
5,4,12,85,1,7,8.0,0.0,0.0,1,55,26,3,31
5,4,12,80,1,7,8.0,0.0,0.0,1,50,26,3,32
6,4,15,80,5,7,8.0,0.0,0.0,5,55,26,3,30
6,4,15,85,1,7,8.0,0.0,0.1,1,55,25,3,30
6,4,15,90,1,7,8.0,0.0,5.0,1,60,24,3,29
6,4,12,85,1,7,8.0,0.0,0.0,1,55,26,3,31
3,7,12,90,1,1,5.0,0.0,1.0,1,70,13,4,17
4,5,15,85,1,1,5.0,0.0,0.0,1,65,12,3,17
4,5,15,85,7,1,5.0,0.0,0.1,7,65,11,3,15
4,7,12,90,1,1,5.0,0.0,1.0,1,70,13,4,17
5,5,15,85,1,1,5.0,0.0,0.0,1,65,12,3,17
5,5,15,85,7,1,5.0,0.0,0.1,7,65,11,3,15
6,5,15,85,1,1,5.0,0.0,0.0,1,65,12,3,17
6,5,15,85,7,1,5.0,0.0,0.1,7,65,11,3,15
7,5,15,85,1,1,5.0,0.0,0.0,1,65,12,3,17
7,5,15,85,7,1,5.0,0.0,0.1,7,65,11,3,15
6,4,15,85,1,1,8.0,0.0,0.0,1,55,13,3,18
6,4,15,90,1,1,8.0,0.0,0.0,1,65,12,3,17
6,4,15,90,7,1,6.0,0.0,0.0,7,65,12,3,16
6,5,12,90,7,1,5.0,0.0,0.5,7,70,12,3,15
2,5,15,95,1,1,8.0,1.25,15.0,1,75,13,4,17
2,5,15,95,7,1,8.0,1.25,15.0,7,75,8,4,15
2,5,15,85,7,1,8.0,1.25,1.0,7,50,4,4,11
2,8,15,60,7,1,8.0,2.5,0.0,7,30,1,6,9
2,9,15,95,7,1,8.0,0.0,2.0,7,50,3,6,5
3,5,15,95,1,1,8.0,1.25,15.0,1,75,13,4,17
3,5,15,95,7,1,8.0,1.25,15.0,7,75,8,4,15
